"assists","boosts","damage_dealt","headshot_kills","heals","kill_place","kill_points","kills","kill_streaks","longest_kill","match_duration","match_type","max_place","rank_points","ride_distance","road_kills","swim_distance","team_kills","vehicle_destroys","walk_distance","weapons_acquired","win_points","win_place_perc","total_distance","weapon_bins","player_type"
0,0,75.76,0,0,32,0,1,1,20.18,1401,"solo-fpp",92,1501,0,0,0,0,0,318.6,7,0,53.85,318.6,"6-10","Noob"
0,0,0,0,0,90,0,0,0,0,1363,"squad-fpp",28,1427,0,0,0,0,0,144.6,1,0,11.11,144.6,"0-2","Noob"
0,0,68.03,0,0,70,1321,0,0,0,1820,"squad-fpp",27,-1,0,0,0,0,0,253.3,2,1590,26.92,253.3,"0-2","Noob"
0,0,53.9,0,0,86,0,0,0,0,1920,"squad-fpp",28,1479,0,0,0,0,0,97.51,2,0,3.7,97.51,"0-2","Noob"
0,0,0,0,0,55,0,0,0,0,1313,"squad-fpp",24,1450,0,0,0,0,0,78.03,2,0,47.83,78.03,"0-2","Noob"
0,0,200,1,0,20,1203,2,1,7.066,1263,"squad-fpp",28,-1,0,0,0,0,0,158.9,1,1492,14.81,158.9,"0-2","Pro"
0,0,0,0,0,61,1082,0,0,0,1299,"squad",26,-1,0,0,0,0,0,753.7,2,1524,60,753.7,"0-2","Noob"
0,0,0,0,0,59,1150,0,0,0,1949,"solo-fpp",93,0,0,0,0,0,0,169.6,3,1526,44.57,169.6,"3-5","Noob"
0,0,0,0,0,72,0,0,0,0,1351,"duo-fpp",47,1501,0,0,0,0,0,342.5,4,0,28.26,342.5,"3-5","Noob"
0,1,67.42,0,1,42,1200,0,0,0,1844,"duo-fpp",47,-1,0,0,0,0,0,4040,4,1446,84.78,4040,"3-5","Noob"
1,1,233.4,1,1,19,0,2,1,7.358,1919,"squad-fpp",27,1464,0,0,0,0,0,402.6,3,0,30.77,402.6,"3-5","Pro"
0,4,0,0,5,46,1375,0,0,0,1995,"squad-fpp",27,-1,0,0,0,0,0,3589,9,1500,69.23,3589,"6-10","Noob"
1,1,141,0,0,80,0,0,0,0,1893,"squad-fpp",27,1500,0,0,0,0,0,321.5,3,0,11.54,321.5,"3-5","Average"
0,0,0,0,0,58,0,0,0,0,1766,"squad-fpp",28,1505,1498,0,0,0,0,199.5,1,0,51.85,1697.5,"0-2","Noob"
0,2,113.5,0,1,15,0,2,1,70.38,1378,"squad-fpp",27,1405,0,0,0,0,0,2650,3,0,76.92,2650,"3-5","Average"
0,0,100,0,3,30,0,1,1,50.83,1956,"duo-fpp",48,1482,4152,0,0,0,0,1526,12,0,74.47,5678,"11-20","Average"
0,0,0,0,0,50,0,0,0,0,1777,"duo-fpp",46,1502,0,0,0,0,0,810.4,4,0,55.56,810.4,"3-5","Noob"
0,5,104,0,1,44,1015,0,0,0,1309,"duo",48,-1,134.9,0,0,0,0,1890,3,1502,76.6,2024.9,"3-5","Average"
0,1,61.59,0,0,63,1267,0,0,0,1800,"squad-fpp",29,-1,2316,0,0,0,0,1219,3,1534,35.71,3535,"3-5","Noob"
0,1,0,0,6,53,0,0,0,0,1769,"duo",46,1494,2600,0,0,0,0,2138,4,0,53.33,4738,"3-5","Noob"
0,0,0,0,0,92,1024,0,0,0,1335,"squad-fpp",29,-1,0,0,0,0,0,45.66,2,1502,3.57,45.66,"0-2","Noob"
0,0,189,0,0,54,0,0,0,0,1825,"duo",47,1517,3937,0,0,1,0,1132,7,0,50,5069,"6-10","Pro"
0,2,0,0,2,67,0,0,0,0,1797,"squad-fpp",32,1532,5548,0,0,0,0,423,2,0,48.39,5971,"0-2","Noob"
0,0,0,0,0,75,1568,0,0,0,1331,"squad-fpp",29,-1,0,0,0,0,0,53.02,2,1506,28.57,53.02,"0-2","Noob"
1,7,168,0,2,15,0,2,1,113.1,1354,"squad-fpp",28,1492,0,0,0,0,0,3620,3,0,100,3620,"3-5","Average"
0,0,0,0,0,67,0,0,0,0,1373,"squad",30,1591,0,0,0,0,0,0,0,0,17.24,0,"0-2","Noob"
1,1,49.46,0,1,50,1268,0,0,0,1374,"duo-fpp",48,-1,0,0,0,0,0,2064,4,1521,76.6,2064,"3-5","Noob"
0,0,12.68,0,0,94,0,0,0,0,1757,"squad",28,1442,0,0,0,0,0,22.94,2,0,0,22.94,"0-2","Noob"
0,0,80.65,0,2,25,1009,1,1,15.74,1378,"duo-fpp",48,-1,0,0,0,0,0,529,5,1504,59.57,529,"3-5","Noob"
1,2,395.9,0,3,16,1577,2,1,52.62,1375,"squad-fpp",32,-1,0,0,0,0,0,1887,6,1405,77.42,1887,"6-10","Pro"
0,1,495.3,1,0,10,0,3,1,48.6,1369,"squad",27,1241,0,0,0,0,0,533.6,3,0,30.77,533.6,"3-5","Pro"
0,0,100,1,0,36,0,1,1,14.5,1406,"duo-fpp",45,1526,0,0,0,0,0,67.98,3,0,4.54,67.98,"3-5","Average"
0,3,0,0,1,45,0,0,0,0,1358,"solo-fpp",91,1619,0,0,0,0,0,1784,5,0,81.11,1784,"3-5","Noob"
0,0,72.5,0,0,40,1138,1,1,23.37,1370,"duo",48,-1,0,0,0,0,0,213.2,1,1341,17.02,213.2,"0-2","Noob"
0,1,9.7,0,0,31,0,1,1,3.597,1313,"squad-fpp",29,1403,0,0,0,0,0,192,3,0,71.43,192,"3-5","Noob"
2,7,670,1,5,3,0,5,2,73.19,1286,"duo-fpp",50,1684,500.4,0,37.44,0,0,2924,7,0,95.92,3461.84,"6-10","Pro"
0,0,100,0,0,46,0,1,1,10.81,1340,"solo-fpp",95,1497,0,0,0,0,0,58.97,1,0,15.96,58.97,"0-2","Average"
0,2,136.4,0,7,43,0,0,0,0,2000,"duo-fpp",47,1494,2636,0,0,0,0,1712,8,0,86.96,4348,"6-10","Average"
0,0,0,0,1,65,0,0,0,0,1373,"squad",27,1376,0,0,0,0,0,451.7,7,0,46.15,451.7,"6-10","Noob"
0,0,89.2,0,0,55,1000,0,0,0,1365,"duo",47,-1,0,0,0,0,0,1719,2,1500,52.17,1719,"0-2","Average"
0,0,0,0,0,79,0,0,0,0,1763,"squad",28,1447,0,0,0,0,0,1351,5,0,11.11,1351,"3-5","Noob"
0,5,0,0,0,33,0,0,0,0,1445,"squad-fpp",18,1555,0,0,0,0,0,2821,4,0,64.71,2821,"3-5","Noob"
0,1,249.2,0,0,33,1546,1,1,8.427,1254,"squad-fpp",31,-1,0,0,0,0,0,94.88,2,1572,33.33,94.88,"0-2","Pro"
0,0,39.47,0,0,79,1217,0,0,0,1358,"squad-fpp",26,-1,0,0,0,0,0,281.1,2,1495,28,281.1,"0-2","Noob"
0,0,34.3,0,1,69,1003,0,0,0,1368,"duo",50,-1,0,0,0,0,0,252.5,4,1480,36.73,252.5,"3-5","Noob"
3,2,76.89,0,2,54,0,0,0,0,1857,"duo-fpp",49,1471,2047,0,0,0,0,2091,6,0,68.75,4138,"6-10","Noob"
0,0,281.7,1,0,19,1009,2,1,57.29,1835,"squad-fpp",29,-1,991.1,0,0,3,1,387.1,5,1504,28.57,1378.2,"3-5","Pro"
1,5,408.3,0,8,4,0,4,1,362.5,1995,"normal-squad-fpp",16,1500,3463,0,0,0,1,2894,3,0,93.33,6357,"3-5","Pro"
0,1,200.5,0,3,72,0,0,0,0,1915,"squad",29,1331,857.3,0,0,0,0,969.8,8,0,35.71,1827.1,"6-10","Pro"
0,0,0,0,0,68,0,0,0,0,1891,"solo-fpp",97,1500,0,0,0,0,0,391.9,4,0,42.71,391.9,"3-5","Noob"
0,1,309.2,0,0,17,0,2,1,81.64,1409,"solo-fpp",94,1580,0,0,0,0,0,2084,4,0,77.42,2084,"3-5","Pro"
1,1,538.7,3,0,2,1220,6,3,73.04,1364,"squad",27,-1,0,0,0,0,0,2763,6,1498,73.08,2763,"6-10","Pro"
0,0,320.8,1,0,28,0,4,3,38.14,595,"normal-squad-fpp",5,1500,0,0,0,0,0,0,10,0,50,0,"6-10","Pro"
1,0,100,0,0,62,0,0,0,0,1282,"squad-fpp",26,1417,0,0,0,0,0,19.24,1,0,36,19.24,"0-2","Average"
1,8,281.8,2,20,6,0,3,1,134.5,2099,"squad-fpp",29,1542,4029,0,0,0,0,3080,9,0,100,7109,"6-10","Pro"
1,2,367.4,0,1,58,1313,0,0,0,1464,"duo",49,-1,304.3,0,0,0,0,826.6,3,1468,62.5,1130.9,"3-5","Pro"
0,0,0,0,0,56,0,0,0,0,1873,"duo-fpp",47,1500,0,0,0,0,0,2008,3,0,50,2008,"3-5","Noob"
0,0,0,0,0,87,0,0,0,0,1384,"squad-fpp",27,1388,0,0,0,0,0,73.37,2,0,0,73.37,"0-2","Noob"
0,0,0,0,5,51,0,0,0,0,1976,"squad-fpp",27,1490,6953,0,0,0,0,1536,5,0,76.92,8489,"3-5","Noob"
1,1,184,1,0,19,0,2,1,6.915,1354,"squad-fpp",28,1380,0,0,0,0,0,390.8,2,0,44.44,390.8,"0-2","Average"
0,2,184.8,1,1,12,0,2,1,27.26,1373,"squad-fpp",28,2807,0,0,0,0,0,3236,2,0,96.3,3236,"0-2","Average"
0,1,405.9,0,1,8,1505,4,2,50.14,1274,"duo-fpp",49,-1,0,0,0,0,0,427.3,3,1563,52.08,427.3,"3-5","Pro"
0,0,0,0,0,89,0,0,0,0,1799,"squad",27,1480,0,0,0,0,0,40.85,0,0,0,40.85,"0-2","Noob"
0,0,93.78,1,0,29,0,1,1,8.994,1399,"solo",94,1508,0,0,0,0,0,1532,10,0,69.89,1532,"6-10","Average"
0,0,470.7,1,2,5,1387,4,2,16.25,1264,"squad-fpp",31,-1,0,0,0,0,0,375.2,8,1544,60,375.2,"6-10","Pro"
0,0,140.5,0,0,64,0,0,0,0,1308,"duo-fpp",46,1490,0,0,0,0,0,600.8,3,0,33.33,600.8,"3-5","Average"
2,6,795.9,3,4,2,0,8,4,135.8,1395,"squad-fpp",26,1772,0,0,0,0,1,2868,6,0,96,2868,"6-10","Pro"
0,1,43.93,0,3,44,0,0,0,0,1833,"squad",28,1518,4420,0,0,0,0,1501,7,0,77.78,5921,"6-10","Noob"
0,0,146.6,0,5,39,0,1,1,15.87,1891,"squad-fpp",30,1255,0,0,0,0,0,49.25,1,0,20.69,49.25,"0-2","Average"
0,0,40.64,0,0,75,1504,0,0,0,1320,"duo-fpp",48,-1,0,0,0,0,0,166.8,3,1528,27.66,166.8,"3-5","Noob"
0,0,169.4,0,0,17,0,2,1,11.53,1893,"squad",30,1479,4989,0,0,0,0,1930,5,0,51.72,6919,"3-5","Average"
0,0,75,0,1,53,1169,0,0,0,1761,"squad-fpp",28,-1,1339,0,0,0,0,1371,4,1515,62.96,2710,"3-5","Noob"
2,5,797.1,2,7,1,1852,7,3,96.72,1348,"squad-fpp",30,0,433.6,0,33.86,0,0,3612,6,1664,96.55,4079.46,"6-10","Pro"
0,2,176.9,0,1,34,1405,1,1,51.09,1361,"squad-fpp",29,-1,0,0,0,0,0,749.1,5,1396,46.43,749.1,"3-5","Average"
0,1,0,0,0,65,0,0,0,0,1383,"solo-fpp",97,1494,0,0,0,0,0,145.3,2,0,51.04,145.3,"0-2","Noob"
1,1,72.54,0,1,51,1143,0,0,0,1871,"squad",27,-1,5893,0,0,0,0,1672,5,1436,50,7565,"3-5","Noob"
1,0,22.95,0,1,41,0,0,0,0,1776,"squad-fpp",29,1439,0,0,0,0,0,386.1,4,0,85.71,386.1,"3-5","Noob"
0,0,92.08,1,0,26,1485,1,1,18.03,1838,"solo-fpp",97,-1,0,0,0,0,0,1611,8,1581,63.54,1611,"6-10","Average"
0,0,0,0,0,66,0,0,0,0,1448,"duo-fpp",48,1485,0,0,0,0,0,238.2,3,0,40.43,238.2,"3-5","Noob"
0,0,92,0,0,30,0,1,1,16.56,1316,"squad",26,1463,0,0,0,0,0,212.7,2,0,52,212.7,"0-2","Average"
0,1,200,0,2,16,0,2,2,11.46,1904,"squad-fpp",28,1428,0,0,0,0,0,1496,7,0,55.56,1496,"6-10","Pro"
0,0,68.76,0,0,78,1054,0,0,0,1902,"squad-fpp",30,-1,0,0,0,0,0,18.71,0,1493,24.14,18.71,"0-2","Noob"
0,1,0,0,1,72,1424,0,0,0,1373,"squad-fpp",27,-1,0,0,0,0,0,501.4,3,1537,26.92,501.4,"3-5","Noob"
1,5,325.5,0,11,4,0,4,1,61.18,1372,"duo-fpp",46,1771,717.1,0,0,0,0,3664,4,0,95.56,4381.1,"3-5","Pro"
0,0,0,0,0,94,0,0,0,0,1840,"duo-fpp",48,1428,0,0,0,0,0,5.295,1,0,2.13,5.295,"0-2","Noob"
0,0,122.9,0,0,35,0,1,1,15.35,1776,"squad-fpp",27,1432,0,0,0,0,0,84.21,2,0,7.69,84.21,"0-2","Average"
0,6,357.9,0,4,4,0,4,2,131.9,1869,"duo-fpp",48,1483,8146,0,0,0,0,2472,7,0,70.21,10618,"6-10","Pro"
0,1,455.6,1,4,11,1428,3,1,92.47,1767,"duo-fpp",48,-1,1264,0,0,0,0,1300,5,1502,51.06,2564,"3-5","Pro"
0,0,54.44,0,0,39,0,1,1,29.58,1346,"squad-fpp",29,1476,0,0,0,0,0,493.1,3,0,39.29,493.1,"3-5","Noob"
0,0,0,0,0,61,1000,0,0,0,1311,"squad-fpp",28,-1,0,0,0,0,0,1370,5,1500,37.04,1370,"3-5","Noob"
0,0,0,0,0,69,1323,0,0,0,1338,"squad-fpp",30,-1,0,0,0,0,0,782.2,4,1501,34.48,782.2,"3-5","Noob"
0,0,77.82,0,0,67,1166,0,0,0,1781,"squad-fpp",27,-1,0,0,0,0,0,151.3,2,1521,34.62,151.3,"0-2","Noob"
0,2,209,0,1,9,0,3,1,203.5,1409,"duo",49,1496,0,0,0,0,0,3245,5,0,91.67,3245,"3-5","Pro"
1,0,218.9,1,0,38,1197,1,1,2.767,1371,"squad-fpp",29,-1,0,0,0,0,0,140.9,2,1424,25,140.9,"0-2","Pro"
0,0,0,0,0,55,0,0,0,0,1366,"solo-fpp",95,1620,0,0,0,0,0,1471,2,0,67.02,1471,"0-2","Noob"
1,0,81.78,0,0,60,0,0,0,0,1366,"squad",29,1361,0,0,0,0,0,2181,3,0,46.43,2181,"3-5","Noob"
0,0,28.08,0,0,70,1062,0,0,0,1371,"duo-fpp",47,-1,0,0,0,0,0,232.2,5,1485,30.43,232.2,"3-5","Noob"
0,1,156,0,0,32,1000,1,1,0,1367,"solo-fpp",98,-1,0,0,0,0,0,623.2,2,1500,60.82,623.2,"0-2","Average"
0,0,0,0,0,78,1162,0,0,0,1389,"squad-fpp",28,-1,0,0,0,0,0,247.6,3,1463,14.81,247.6,"3-5","Noob"
1,1,303.6,1,0,10,0,2,1,83.86,1763,"squad",30,1442,3150,0,0,0,0,2465,7,0,86.21,5615,"6-10","Pro"
0,2,183.8,1,1,30,0,1,1,37.15,1438,"duo-fpp",50,1500,0,0,0,0,0,670.3,2,0,57.14,670.3,"0-2","Average"
0,0,11.61,0,0,71,1240,0,0,0,1423,"squad",28,-1,0,0,0,0,0,372.6,7,1410,22.22,372.6,"6-10","Noob"
0,0,82.81,0,0,62,0,0,0,0,1898,"duo-fpp",50,1500,0.0046,0,29.19,0,0,1693,4,0,40.82,1722.1946,"3-5","Noob"
1,0,204.5,0,0,27,0,1,1,6.664,1415,"squad-fpp",28,1476,236.6,0,0,0,0,2330,8,0,62.96,2566.6,"6-10","Pro"
0,1,118.2,0,0,43,1073,0,0,0,1974,"squad",26,-1,0,0,0,0,0,2379,8,1480,72,2379,"6-10","Average"
0,0,42.57,0,0,67,1066,0,0,0,1429,"duo",49,-1,0,0,0,0,0,360.3,3,1530,35.42,360.3,"3-5","Noob"
0,0,100,0,0,28,0,1,1,19.29,1363,"solo-fpp",96,1521,0,0,0,0,0,767.7,6,0,91.58,767.7,"6-10","Average"
0,1,420.9,1,2,17,1455,2,2,33.13,1895,"duo-fpp",46,-1,7283,0,0,0,0,2043,8,1480,80,9326,"6-10","Pro"
0,0,65.17,0,1,39,0,1,1,8.096,1349,"squad-fpp",29,1488,0,0,0,0,0,227.6,2,0,35.71,227.6,"0-2","Noob"
0,1,232.5,0,2,28,0,1,1,67.5,1771,"squad-fpp",28,1456,0,0,0,0,0,1515,4,0,48.15,1515,"3-5","Pro"
0,1,98,0,1,31,1263,1,1,9.184,1372,"duo-fpp",47,-1,0,0,0,0,0,2375,6,1531,80.43,2375,"6-10","Average"
0,1,223.6,0,0,25,0,1,1,8.761,1344,"squad-fpp",29,1398,0,0,0,0,0,2561,6,0,67.86,2561,"6-10","Pro"
0,0,0,0,0,87,0,0,0,0,1449,"squad-fpp",25,1466,0,0,0,0,0,5.061,0,0,0,5.061,"0-2","Noob"
0,5,450.5,2,6,4,0,3,1,234.3,1730,"squad-fpp",28,1774,4450,0,0,0,0,2021,4,0,81.48,6471,"3-5","Pro"
0,0,100,0,0,34,1320,1,1,24.96,1283,"squad-fpp",31,-1,0,0,0,0,0,110.2,1,1491,6.67,110.2,"0-2","Average"
0,1,0,0,1,38,1106,0,0,0,1963,"duo-fpp",44,-1,0,0,0,0,0,5285,4,1497,79.07,5285,"3-5","Noob"
0,3,0,0,3,50,0,0,0,0,1472,"squad",26,1606,0,0,0,1,0,2932,3,0,88,2932,"3-5","Noob"
0,2,137.5,0,1,22,0,1,1,170.2,1901,"squad",29,1470,4269,0,0,0,0,2313,5,0,82.14,6582,"3-5","Average"
0,0,67.41,0,0,48,0,0,0,0,1834,"duo-fpp",48,1559,2028,0,0,0,0,2071,4,0,63.83,4099,"3-5","Noob"
1,0,100,0,0,43,0,1,1,4.691,1388,"squad",29,1466,0,0,0,1,0,40.46,1,0,7.14,40.46,"0-2","Average"
0,0,0,0,0,96,0,0,0,0,1384,"squad-fpp",29,1489,0,0,0,0,0,7.088,1,0,0,7.088,"0-2","Noob"
0,7,872.3,2,3,2,1000,9,2,141.7,1329,"solo",92,-1,1528,0,0,0,0,2324,7,1500,98.9,3852,"6-10","Pro"
0,0,33.11,0,0,72,0,0,0,0,1369,"solo-fpp",95,1511,0,0,0,0,0,238.6,1,0,23.4,238.6,"0-2","Noob"
0,0,0,0,0,89,987,0,0,0,1347,"squad-fpp",28,-1,0,0,0,0,0,50.29,1,1488,0,50.29,"0-2","Noob"
0,0,99.77,0,0,73,0,0,0,0,1307,"squad-fpp",28,1394,0,0,0,0,0,23.87,1,0,29.63,23.87,"0-2","Average"
0,0,87,0,0,36,0,1,1,35.43,1880,"squad",28,1529,471.8,0,0,1,0,1225,6,0,7.41,1696.8,"6-10","Average"
1,2,15.41,0,5,65,1049,0,0,0,1397,"squad",27,-1,0,0,0,0,0,439.8,2,1496,30.77,439.8,"0-2","Noob"
0,0,38.3,0,0,80,0,0,0,0,1910,"duo",49,1473,0,0,0,0,0,59.68,1,0,8.33,59.68,"0-2","Noob"
0,1,0,0,0,55,0,0,0,0,1468,"squad-fpp",27,1403,0,0,117.5,0,0,1212,7,0,42.31,1329.5,"6-10","Noob"
0,0,0,0,1,49,0,0,0,0,1391,"duo-fpp",49,1518,0,0,0,0,0,344.1,3,0,83.33,344.1,"3-5","Noob"
0,0,0,0,0,93,1194,0,0,0,1378,"squad-fpp",28,-1,0,0,0,0,0,33.79,0,1473,3.7,33.79,"0-2","Noob"
0,1,81.34,0,0,28,1155,1,1,26.96,1887,"solo",97,-1,2057,0,0,0,0,2011,8,1570,65.62,4068,"6-10","Noob"
0,0,0,0,0,71,0,0,0,0,1460,"squad",28,1484,0,0,0,0,0,127.4,2,0,33.33,127.4,"0-2","Noob"
0,2,96.55,0,1,56,0,0,0,0,1307,"duo-fpp",50,1545,0.0059,0,6.075,0,0,2081,4,0,61.22,2087.0809,"3-5","Average"
0,0,6.455,0,0,70,1017,0,0,0,1388,"squad-fpp",29,-1,280.9,0,0,0,0,246,3,1506,28.57,526.9,"3-5","Noob"
0,0,100,0,0,73,1000,0,0,0,1874,"squad",27,-1,0,0,0,1,0,602.2,6,1500,15.38,602.2,"6-10","Average"
0,0,0,0,0,88,0,0,0,0,1310,"squad-fpp",26,1509,0,0,0,0,0,36.53,0,0,0,36.53,"0-2","Noob"
0,0,0,0,0,74,0,0,0,0,1380,"squad-fpp",27,1515,945.8,0,0,0,0,119.3,4,0,15.38,1065.1,"3-5","Noob"
0,0,53.9,0,0,94,1078,0,0,0,1714,"squad-fpp",28,-1,0,0,0,0,0,160,4,1517,3.7,160,"3-5","Noob"
0,3,179.2,0,11,25,1113,1,1,67.58,1882,"solo",94,-1,1161,0,0,0,0,4192,5,1529,92.47,5353,"3-5","Average"
1,1,238.8,1,2,4,0,5,3,152.7,1782,"squad-fpp",29,1491,1376,0,0,0,0,3991,3,0,85.71,5367,"3-5","Pro"
0,0,0,0,0,83,1167,0,0,0,1822,"squad-fpp",31,-1,0,0,0,0,0,174.6,2,1491,20,174.6,"0-2","Noob"
1,0,54.53,0,0,30,0,1,1,9.836,1760,"squad",28,1464,0,0,0,0,0,2498,3,0,48.15,2498,"3-5","Noob"
0,1,0,0,1,52,1000,0,0,0,1875,"duo-fpp",47,-1,0,0,0,0,0,353.1,2,1500,50,353.1,"0-2","Noob"
0,0,93.66,0,4,55,1000,0,0,0,1298,"squad-fpp",30,-1,0,0,0,0,0,1081,3,1500,51.72,1081,"3-5","Average"
1,0,23.6,0,0,94,0,0,0,0,1764,"squad-fpp",28,1499,0,0,0,0,0,134.9,2,0,7.41,134.9,"0-2","Noob"
0,6,137,0,2,21,0,1,1,21.53,1371,"squad-fpp",27,1685,332.6,0,0,0,0,2881,4,0,96.15,3213.6,"3-5","Average"
1,0,42.63,0,0,74,1312,0,0,0,1391,"squad",29,-1,0,0,0,0,0,866.2,3,1509,7.14,866.2,"3-5","Noob"
0,0,28.03,0,1,61,1006,0,0,0,1916,"squad-fpp",27,-1,1170,0,0,0,0,518.9,4,1499,38.46,1688.9,"3-5","Noob"
0,1,84.35,1,0,22,0,1,1,73.43,1921,"solo",93,1491,2649,0,0,0,0,1865,6,0,71.74,4514,"6-10","Noob"
1,0,0,0,0,58,0,0,0,0,1369,"duo-fpp",46,1490,635.3,0,0,0,0,475.7,2,0,48.89,1111,"0-2","Noob"
0,0,0,0,0,64,1436,0,0,0,1408,"duo-fpp",48,-1,0,0,0,0,0,73.16,1,1504,31.91,73.16,"0-2","Noob"
0,2,0,0,0,62,0,0,0,0,1368,"squad-fpp",27,1411,0,0,0,0,0,968.1,3,0,38.46,968.1,"3-5","Noob"
0,0,0,0,0,49,1480,0,0,0,1411,"duo-fpp",50,-1,0,0,0,0,0,1042,4,1624,79.59,1042,"3-5","Noob"
0,0,23.22,0,0,50,0,0,0,0,1919,"duo-fpp",46,1525,5279,0,0,0,0,1729,7,0,64.44,7008,"6-10","Noob"
2,0,118.5,0,4,68,0,0,0,0,1429,"duo-fpp",50,1480,0,0,0,0,0,324.9,5,0,44.9,324.9,"3-5","Average"
1,0,49.14,0,1,88,0,0,0,0,1342,"squad-fpp",28,1493,0,0,0,0,0,102.8,1,0,14.81,102.8,"0-2","Noob"
0,1,30.1,0,3,41,1316,0,0,0,1298,"squad-fpp",29,-1,0,0,0,0,0,3425,1,1599,75,3425,"0-2","Noob"
0,0,0,0,0,93,1376,0,0,0,1325,"squad-fpp",27,-1,0,0,0,0,0,37.36,1,1436,0,37.36,"0-2","Noob"
0,0,100,0,0,52,0,0,0,0,1376,"duo-fpp",32,1434,0,0,0,0,0,292.1,2,0,19.35,292.1,"0-2","Average"
0,0,0,0,0,56,1211,0,0,0,1276,"duo-fpp",47,-1,0,0,0,0,0,1314,4,1533,60.87,1314,"3-5","Noob"
0,0,65.28,0,0,53,1440,0,0,0,1881,"solo",96,-1,879.4,0,0,0,0,1694,10,1727,54.74,2573.4,"6-10","Noob"
1,0,185.4,1,5,35,1471,1,1,41.62,1796,"solo",98,-1,0,0,0,0,0,366.1,3,1649,43.3,366.1,"3-5","Average"
0,1,42.12,0,0,59,0,0,0,0,1892,"squad-fpp",27,1480,0.0066,0,10.94,0,0,6634,6,0,53.85,6644.9466,"6-10","Noob"
0,0,53.68,0,0,56,0,0,0,0,1392,"duo-fpp",48,1533,813.5,0,0,0,0,551.6,5,0,51.06,1365.1,"3-5","Noob"
1,2,508.4,1,5,6,0,4,2,15.69,1877,"duo-fpp",47,1559,369.3,0,0,0,0,1015,4,0,39.13,1384.3,"3-5","Pro"
2,2,171,0,1,23,1432,1,1,24.58,1376,"squad-fpp",30,0,0,0,0,0,0,2028,4,1481,58.62,2028,"3-5","Average"
0,0,0,0,0,64,1200,0,0,0,1283,"squad",30,-1,0,0,0,0,0,12.83,2,1458,58.62,12.83,"0-2","Noob"
0,0,0,0,0,53,1039,0,0,0,1362,"squad-fpp",28,-1,0,0,0,0,0,1713,3,1467,66.67,1713,"3-5","Noob"
0,0,0,0,0,92,1373,0,0,0,1386,"duo-fpp",49,-1,0,0,0,0,0,38.98,1,1569,6.25,38.98,"0-2","Noob"
0,1,28.18,0,3,43,1232,0,0,0,1385,"squad-fpp",28,-1,0,0,0,0,0,1731,4,1514,88.89,1731,"3-5","Noob"
0,0,0,0,0,91,1055,0,0,0,1372,"squad-fpp",25,-1,0,0,0,0,0,18.67,1,1448,0,18.67,"0-2","Noob"
0,0,0,0,0,78,1062,0,0,0,1322,"solo-fpp",95,-1,0,0,0,0,0,73.82,1,1468,21.28,73.82,"0-2","Noob"
0,0,120.5,1,0,20,0,2,1,293.5,1409,"squad",26,1500,514.7,0,0,0,0,1951,4,0,84,2465.7,"3-5","Average"
0,0,0,0,0,86,0,0,0,0,1469,"solo-fpp",89,1484,0,0,0,0,0,18.33,1,0,1.14,18.33,"0-2","Noob"
1,6,238.6,0,2,36,1470,0,0,0,1826,"squad",27,-1,5481,0,0,0,0,2474,3,1546,96.15,7955,"3-5","Pro"
0,0,0,0,0,83,0,0,0,0,1348,"duo-fpp",47,1464,0,0,0,0,0,69.02,2,0,8.7,69.02,"0-2","Noob"
0,1,0,0,0,50,0,0,0,0,1396,"duo-fpp",47,1492,0,0,0,0,0,966.9,5,0,71.74,966.9,"3-5","Noob"
0,0,100,0,0,41,0,1,1,7.554,2087,"squad-fpp",28,1406,0,0,0,0,0,104.6,1,0,11.11,104.6,"0-2","Average"
0,0,100,0,2,31,0,1,1,12.43,1371,"solo-fpp",94,1595,0,0,0,0,0,922.3,4,0,61.29,922.3,"3-5","Average"
0,0,459.5,1,2,12,1161,3,2,21.83,1896,"duo-fpp",47,-1,0,0,0,1,0,373.9,1,1402,52.17,373.9,"0-2","Pro"
1,2,224.2,1,1,15,1271,2,1,38.56,1403,"squad-fpp",28,-1,0,0,57.43,0,0,2467,4,1472,88.89,2524.43,"3-5","Pro"
0,0,89.76,0,0,91,0,0,0,0,1429,"solo-fpp",96,1552,0,0,0,0,0,8.265,0,0,2.1,8.265,"0-2","Average"
0,0,208,0,0,61,0,0,0,0,1822,"duo-fpp",49,1516,216,0,0,0,0,360.8,2,0,47.92,576.8,"0-2","Pro"
0,3,133.3,0,22,50,0,0,0,0,1293,"squad-fpp",29,1461,0,0,0,0,0,2816,4,0,71.43,2816,"3-5","Average"
1,0,155.7,1,1,13,0,2,1,53.63,1358,"squad",28,1850,0,0,63.03,0,0,2355,6,0,92.59,2418.03,"6-10","Average"
0,0,19.35,0,0,78,1144,0,0,0,1775,"duo",46,-1,0,0,0,0,0,52.63,2,1466,13.33,52.63,"0-2","Noob"
0,0,243,0,1,64,1326,0,0,0,1378,"squad-fpp",28,-1,0,0,0,0,0,640,5,1480,40.74,640,"3-5","Pro"
0,0,0,0,0,72,0,0,0,0,1434,"duo",50,1510,0,0,0,0,0,352,4,0,28.57,352,"3-5","Noob"
0,2,73.35,0,5,54,0,0,0,0,1877,"squad",29,1462,2875,0,0,0,0,1379,4,0,67.86,4254,"3-5","Noob"
